Project#,imaged,Morphospecies#,MorphospeciesName,phylum,subphylum,superclass,class,subclass,infraclass,subterclass,superorder,order,suborder,infraorder,parvorder,Zoosection,Zoosubsection,superfamily,epifamily,family,subfamily,supertribe,tribe,subtribe,genus,subgenus,specificEpithet,infraspecificEpithet,scientificName,sex,identifiedBy,identificationRemarks,establismentMeans ,basisOfRecord,institutionID,datasetID,catalogNumber,institutionCode,collectionCode,individualCount,lifeStage,preparations,occurrenceRemarks,recordedBy,associatedMedia,associatedTaxa,associatedReferences,associatedSequences,eventID,parentEventID,samplingProtocol,sampleSizeValue,sampleSizeUnit,samplingEffort,eventTime,year,month,day,habitat,fieldNumber,fieldNotes,eventRemarks,locationID,islandGroup,island,country,stateProvince,county,municipality,locality,verbatimLocality,verbatimElevation,verticalDatum,minimumElevationInMeters,maximumElevationInMeters,verbatimLatitude,verbatimLongitude,decimalLatitude,decimalLongitude,geodeticDatum,coordinateUncertaintyInMeters,georeferencedBy,georeferencedDate,georeferenceProtocol,georeferenceSources,georeferenceRemarks,
SBBG-PIRU_0125,y,SBBG-PIRU_0139,Braconinae A,Arthropoda,Hexapoda,,Insecta,Pterygota,,,,Hymenoptera,Apocrita,,,,,Ichneumonoidea,,Braconidae,Braconinae,,,,,,,,,,Kylie J. Etter,to SBBG-PIRU_0139,,,,SBBG-PIRU_,0125,,,1,adult,80% EtOH,,Kylie J. Etter & Sarah J. Cusser,https://www.inaturalist.org/observations/150012701,,,,R17-NET,,sweep net,30,sweeps,30 sweeps,11:00-13:30,2022,5,20,,R17-NET,,"A total of 30 sweeps were conducted to cover the whole plot. This collection was a part of an experiment to compare the insect communites on unmanipulated control plots (mostly covered by non-native mustard plants) and plots in which native plants were planted. This was a restoration plot, and 18 different species of native plants were planted in rows in March 2022.",R17,,,United States,California,Ventura,Piru,Lake Piru,,447 m,EGM96,,,34.49810028,-118.758934,34.49810028,-118.758934,WGS84,,,,Coordinates were recorded in the field with a Bad Elf. Elevation was obtained in Google Earth using the decimal coordinates.,Google Earth,,
SBBG-PIRU_0126,y,SBBG-PIRU_0126,Microgastrinae,Arthropoda,Hexapoda,,Insecta,Pterygota,,,,Hymenoptera,Apocrita,,,,,Ichneumonoidea,,Braconidae,Microgastrinae,,,,,,,,,female,Kylie J. Etter |  Gideon Pisanty (gideonpisanty),"to Braconidae; ~2mm, dark black, very square metanotum and mesopostnotum, 18 antennal segments | to Microgastrinae on iNaturalist",,,,SBBG-PIRU_,0126,,,1,adult,80% EtOH,,Kylie J. Etter & Sarah J. Cusser,https://www.inaturalist.org/observations/150012703,,,,R17-NET,,sweep net,30,sweeps,30 sweeps,11:00-13:30,2022,5,20,,R17-NET,,"A total of 30 sweeps were conducted to cover the whole plot. This collection was a part of an experiment to compare the insect communites on unmanipulated control plots (mostly covered by non-native mustard plants) and plots in which native plants were planted. This was a restoration plot, and 18 different species of native plants were planted in rows in March 2022.",R17,,,United States,California,Ventura,Piru,Lake Piru,,447 m,EGM96,,,34.49810028,-118.758934,34.49810028,-118.758934,WGS84,,,,Coordinates were recorded in the field with a Bad Elf. Elevation was obtained in Google Earth using the decimal coordinates.,Google Earth,,
SBBG-PIRU_0127,y,SBBG-PIRU_0127,Colotrechnus,Arthropoda,Hexapoda,,Insecta,Pterygota,,,,Hymenoptera,Apocrita,Proctotrupomorpha,,,,Chalcidoidea,,Pteromalidae,Colotrechninae,,Colotrechnini,,Colotrechnus,,,,,female,Kylie J. Etter | Jeong Yoo (jeongyoo),to Chalcidoidea | to Colotrechnus on iNaturalist,,,,SBBG-PIRU_,0127,,,1,adult,80% EtOH,,Kylie J. Etter & Sarah J. Cusser,https://www.inaturalist.org/observations/150012704,,,,C16-2,,pitfall trap,24,hours,24 hours,9:00AM 2022/5/19 - 9:00AM 2022/5/20,2022,5,20,,C16-2,,"A pitfall trap was left out for 24 hours, there were 2 pitfall traps in the 4x4m plot placed about 2 feet apart. This collection was a part of an experiment to compare the insect communites on unmanipulated control plots (mostly covered by non-native mustard plants) and plots in which native plants were planted. This was a control plot, and no native plants were added.",C16,,,United States,California,Ventura,Piru,Lake Piru,,449 m,EGM96,,,34.49812698,-118.7589569,34.49812698,-118.7589569,WGS84,,,,Coordinates were recorded in the field with a Bad Elf. Elevation was obtained in Google Earth using the decimal coordinates.,Google Earth,,
SBBG-PIRU_0128,y,SBBG-PIRU_0128,Tetrastichinae A,Arthropoda,Hexapoda,,Insecta,Pterygota,,,,Hymenoptera,Apocrita,Proctotrupomorpha,,,,Chalcidoidea,,Eulophidae,Tetrastichinae,,,,,,,,,,Kylie J. Etter | Jeong Yoo (jeongyoo),to Chalcidoidea | to Tetrastichinae on iNaturalist,,,,SBBG-PIRU_,0128,,,1,adult,80% EtOH,,José M. Flores & Neda Brehm ,https://www.inaturalist.org/observations/150012705,,,,Z2-NET,,beat net,30,beats,30 beats,11:00-13:30,2022,5,20,,Z2-NET,,"A pitfall trap was left out for 24 hours, there were 2 pitfall traps in the 4x4m plot placed about 2 feet apart. This collection was a part of an experiment to compare the insect communites on unmanipulated control plots (mostly covered by non-native mustard plants), plots in which native plants were planted and reference plots with intact native chaparral habitat. This was a reference plot. References plots were dominated by Malacothamnus fasciculatus, Salvia leucophylla, and Artemesia californica.",Z2,,,United States,California,Ventura,Piru,Lake Piru,,421 m,EGM96,,,34.49745941,-118.7577286,34.49745941,-118.7577286,WGS84,,,,Coordinates were recorded in the field with a Bad Elf. Elevation was obtained in Google Earth using the decimal coordinates.,Google Earth,,
SBBG-PIRU_0129,y,SBBG-PIRU_0129,Zagrammosoma multilineatum,Arthropoda,Hexapoda,,Insecta,Pterygota,,,,Hymenoptera,Apocrita,Proctotrupomorpha,,,,Chalcidoidea,,Eulophidae,Eulophinae,,Cirrospilini,,Zagrammosoma,,multilineatum,,Zagrammosoma multilineatum,,Kylie J. Etter | Jeong Yoo (jeongyoo),"to Chalcidoidea, like https://www.inaturalist.org/observations/136830802 | to Zagrammosoma multilineatum on iNaturalist",,,,SBBG-PIRU_,0129,,,1,adult,80% EtOH,,José M. Flores & Neda Brehm ,https://www.inaturalist.org/observations/150012707,,,,Z2-NET,,beat net,30,beats,30 beats,11:00-13:30,2022,5,20,,Z2-NET,,"A pitfall trap was left out for 24 hours, there were 2 pitfall traps in the 4x4m plot placed about 2 feet apart. This collection was a part of an experiment to compare the insect communites on unmanipulated control plots (mostly covered by non-native mustard plants), plots in which native plants were planted and reference plots with intact native chaparral habitat. This was a reference plot. References plots were dominated by Malacothamnus fasciculatus, Salvia leucophylla, and Artemesia californica.",Z2,,,United States,California,Ventura,Piru,Lake Piru,,421 m,EGM96,,,34.49745941,-118.7577286,34.49745941,-118.7577286,WGS84,,,,Coordinates were recorded in the field with a Bad Elf. Elevation was obtained in Google Earth using the decimal coordinates.,Google Earth,,
SBBG-PIRU_0130,y,SBBG-PIRU_0130,Crematogaster,Arthropoda,Hexapoda,,Insecta,Pterygota,,,,Hymenoptera,Apocrita,Aculeata,,,,Formicoidea,,Formicidae,Myrmicinae,,Crematogastrini,,Crematogaster,Crematogaster,,,,,Kylie J. Etter | reignofrage | mettcollsuss | oiledolives,to Crematogaster | to subgenus Crematogaster on iNaturalist | confirmed to subgenus Crematogaster on iNaturalist | confirmed to subgenus Crematogaster on iNaturalist ,,,,SBBG-PIRU_,0130,,,1,adult,pinned,,José M. Flores & Neda Brehm ,https://www.inaturalist.org/observations/150530169,,,,Z2-NET,,beat net,30,beats,30 beats,11:00-13:30,2022,5,20,,Z2-NET,,"A pitfall trap was left out for 24 hours, there were 2 pitfall traps in the 4x4m plot placed about 2 feet apart. This collection was a part of an experiment to compare the insect communites on unmanipulated control plots (mostly covered by non-native mustard plants), plots in which native plants were planted and reference plots with intact native chaparral habitat. This was a reference plot. References plots were dominated by Malacothamnus fasciculatus, Salvia leucophylla, and Artemesia californica.",Z2,,,United States,California,Ventura,Piru,Lake Piru,,421 m,EGM96,,,34.49745941,-118.7577286,34.49745941,-118.7577286,WGS84,,,,Coordinates were recorded in the field with a Bad Elf. Elevation was obtained in Google Earth using the decimal coordinates.,Google Earth,,
SBBG-PIRU_0131,y,SBBG-PIRU_0131,Perilampus,Arthropoda,Hexapoda,,Insecta,Pterygota,,,,Hymenoptera,Apocrita,Proctotrupomorpha,,,,Chalcidoidea,,Perilampidae,,,,,Perilampus,,fulvicornis species group,,,,Kylie J. Etter | Jeong Yoo (jeongyoo),to Perilampidae | to Perilampus fulvicornis species group on iNaturalist,,,,SBBG-PIRU_,0131,,,1,adult,80% EtOH,,Kylie J. Etter & Sarah J. Cusser,https://www.inaturalist.org/observations/150012708,,,,C18-NET,,sweep net,30,sweeps,30 sweeps,11:00-13:30,2022,5,20,,C18-NET,,"A total of 30 sweeps were conducted to cover the whole plot. This collection was a part of an experiment to compare the insect communites on unmanipulated control plots (mostly covered by non-native mustard plants) and plots in which native plants were planted. This was a control plot, and no native plants were added.",C18,,,United States,California,Ventura,Piru,Lake Piru,,446 m,EGM96,,,34.49811172,-118.7588348,34.49811172,-118.7588348,WGS84,,,,Coordinates were recorded in the field with a Bad Elf. Elevation was obtained in Google Earth using the decimal coordinates.,Google Earth,,
SBBG-PIRU_0132,y,SBBG-PIRU_0132,Braconinae B,Arthropoda,Hexapoda,,Insecta,Pterygota,,,,Hymenoptera,Apocrita,,,,,Ichneumonoidea,,Braconidae,Braconinae,,,,,,,,,,Kylie J. Etter | Julian F (jfmantis) | Gideon Pisanty (gideonpisanty) ,"to Ichneumonoidea, head and mesosoma rusty red color, metasoma yellow/orange, ~3.2mm, dark brown coloring and bump around ocelli, 33 antennal segments  | to Braconidae on iNaturalist | to Braconinae on iNaturalist",,,,SBBG-PIRU_,0132,,,1,adult,80% EtOH,,Kylie J. Etter & Sarah J. Cusser,https://www.inaturalist.org/observations/150012709,,,,R4-NET,,sweep net,30,sweeps,30 sweeps,11:00-13:30,2022,5,20,,R4-NET,,"A total of 30 sweeps were conducted to cover the whole plot. This collection was a part of an experiment to compare the insect communites on unmanipulated control plots (mostly covered by non-native mustard plants) and plots in which native plants were planted. This was a restoration plot, and 18 different species of native plants were planted in rows in March 2022.",R4,,,United States,California,Ventura,Piru,Lake Piru,,475 m,EGM96,,,34.49757767,-118.7614822,34.49757767,-118.7614822,WGS84,,,,Coordinates were recorded in the field with a Bad Elf. Elevation was obtained in Google Earth using the decimal coordinates.,Google Earth,,
SBBG-PIRU_0133,n,SBBG-PIRU_0126,Microgastrinae,Arthropoda,Hexapoda,,Insecta,Pterygota,,,,Hymenoptera,Apocrita,,,,,Ichneumonoidea,,Braconidae,Microgastrinae,,,,,,,,,,Kylie J. Etter,to SBBG-PIRU_0126,,,,SBBG-PIRU_,0133,,,2,adult,80% EtOH,,Kylie J. Etter & Sarah J. Cusser,,,,,R4-NET,,sweep net,30,sweeps,30 sweeps,11:00-13:30,2022,5,20,,R4-NET,,"A total of 30 sweeps were conducted to cover the whole plot. This collection was a part of an experiment to compare the insect communites on unmanipulated control plots (mostly covered by non-native mustard plants) and plots in which native plants were planted. This was a restoration plot, and 18 different species of native plants were planted in rows in March 2022.",R4,,,United States,California,Ventura,Piru,Lake Piru,,475 m,EGM96,,,34.49757767,-118.7614822,34.49757767,-118.7614822,WGS84,,,,Coordinates were recorded in the field with a Bad Elf. Elevation was obtained in Google Earth using the decimal coordinates.,Google Earth,,
SBBG-PIRU_0134,n,SBBG-PIRU_0135,Solenopsis xyloni,Arthropoda,Hexapoda,,Insecta,Pterygota,,,,Hymenoptera,Apocrita,Aculeata,,,,Formicoidea,,Formicidae,Myrmicinae,,Solenopsidini,,Solenopsis,,,,,,Kylie J. Etter,to Solenopsis,,,,SBBG-PIRU_,0134,,,13,adult,80% EtOH,,Kylie J. Etter & Sarah J. Cusser,,,,,R4-NET,,sweep net,30,sweeps,30 sweeps,11:00-13:30,2022,5,20,,R4-NET,,"A total of 30 sweeps were conducted to cover the whole plot. This collection was a part of an experiment to compare the insect communites on unmanipulated control plots (mostly covered by non-native mustard plants) and plots in which native plants were planted. This was a restoration plot, and 18 different species of native plants were planted in rows in March 2022.",R4,,,United States,California,Ventura,Piru,Lake Piru,,475 m,EGM96,,,34.49757767,-118.7614822,34.49757767,-118.7614822,WGS84,,,,Coordinates were recorded in the field with a Bad Elf. Elevation was obtained in Google Earth using the decimal coordinates.,Google Earth,,
SBBG-PIRU_0135,y,SBBG-PIRU_0135,Solenopsis xyloni,Arthropoda,Hexapoda,,Insecta,Pterygota,,,,Hymenoptera,Apocrita,Aculeata,,,,Formicoidea,,Formicidae,Myrmicinae,,Solenopsidini,,Solenopsis,,xyloni,,Solenopsis xyloni,,Kylie J. Etter | arman_ | mettcollsuss | kadin0721,"to Solenopsis | to Solenopsis xyloni on iNaturalist ""seems to be missing invicta's clypeal tooth | confirmed to Solenopsis xyloni on iNaturalist | confirmed to Solenopsis xyloni on iNaturalist",,,,SBBG-PIRU_,0135,,,1,adult,pinned,,Kylie J. Etter & Sarah J. Cusser,https://www.inaturalist.org/observations/150084634,,,,R4-NET,,sweep net,30,sweeps,30 sweeps,11:00-13:30,2022,5,20,,R4-NET,,"A total of 30 sweeps were conducted to cover the whole plot. This collection was a part of an experiment to compare the insect communites on unmanipulated control plots (mostly covered by non-native mustard plants) and plots in which native plants were planted. This was a restoration plot, and 18 different species of native plants were planted in rows in March 2022.",R4,,,United States,California,Ventura,Piru,Lake Piru,,475 m,EGM96,,,34.49757767,-118.7614822,34.49757767,-118.7614822,WGS84,,,,Coordinates were recorded in the field with a Bad Elf. Elevation was obtained in Google Earth using the decimal coordinates.,Google Earth,,
SBBG-PIRU_0136,y,SBBG-PIRU_0135,Solenopsis xyloni,Arthropoda,Hexapoda,,Insecta,Pterygota,,,,Hymenoptera,Apocrita,Aculeata,,,,Formicoidea,,Formicidae,Myrmicinae,,Solenopsidini,,Solenopsis,,xyloni,,Solenopsis xyloni,,Kylie J. Etter | reignofrage | mettcollsuss | arman_ | kadion0721,to Solenopsis | to Solenopsis xyloni on iNaturalist | confirmed to Solenopsis xyloni on iNaturalist | confirmed to Solenopsis xyloni on iNaturalist | confirmed to Solenopsis xyloni on iNaturalist,,,,SBBG-PIRU_,0136,,,1,adult,pinned,,Kylie J. Etter & Sarah J. Cusser,https://www.inaturalist.org/observations/150084635,,,,R4-NET,,sweep net,30,sweeps,30 sweeps,11:00-13:30,2022,5,20,,R4-NET,,"A total of 30 sweeps were conducted to cover the whole plot. This collection was a part of an experiment to compare the insect communites on unmanipulated control plots (mostly covered by non-native mustard plants) and plots in which native plants were planted. This was a restoration plot, and 18 different species of native plants were planted in rows in March 2022.",R4,,,United States,California,Ventura,Piru,Lake Piru,,475 m,EGM96,,,34.49757767,-118.7614822,34.49757767,-118.7614822,WGS84,,,,Coordinates were recorded in the field with a Bad Elf. Elevation was obtained in Google Earth using the decimal coordinates.,Google Earth,,
SBBG-PIRU_0137,n,SBBG-PIRU_0126,Microgastrinae,Arthropoda,Hexapoda,,Insecta,Pterygota,,,,Hymenoptera,Apocrita,,,,,Ichneumonoidea,,Braconidae,Microgastrinae,,,,,,,,,,Kylie J. Etter,to SBBG-PIRU_0126,,,,SBBG-PIRU_,0137,,,2,adult,80% EtOH,,Kylie J. Etter & Sarah J. Cusser,,,,,R21-NET,,sweep net,30,sweeps,30 sweeps,11:00-13:30,2022,5,20,,R21-NET,,"A total of 30 sweeps were conducted to cover the whole plot. This collection was a part of an experiment to compare the insect communites on unmanipulated control plots (mostly covered by non-native mustard plants) and plots in which native plants were planted. This was a restoration plot, and 18 different species of native plants were planted in rows in March 2022.",R21,,,United States,California,Ventura,Piru,Lake Piru,,435 m,EGM96,,,34.49785995,-118.7588654,34.49785995,-118.7588654,WGS84,,,,Coordinates were recorded in the field with a Bad Elf. Elevation was obtained in Google Earth using the decimal coordinates.,Google Earth,,
SBBG-PIRU_0138,y,SBBG-PIRU_0138,Pteromalini B,Arthropoda,Hexapoda,,Insecta,Pterygota,,,,Hymenoptera,Apocrita,Proctotrupomorpha,,,,Chalcidoidea,,Pteromalidae,Pteromalinae,,Pteromalini,,,,,,,female,Kylie J. Etter | Jeong Yoo (jeongyoo),"to Chalcidoidea; ~2.2mm long, green metalic with less green on the abdomen, stigma with uncus, postmarginal vein just slightly shorter than marginal vein,   14 segmented antenna ewith 2 annelli and 4 segmented clava, clypeus clearly separate with a groove from the rest of the face, clypeus lobed, antenna elongated, see at least 3 teeth on the mandibles  | to Pteromalini on iNaturalist",,,,SBBG-PIRU_,0138,,,1,adult,80% EtOH,,Kylie J. Etter & Sarah J. Cusser,https://www.inaturalist.org/observations/150528785,,,,R21-NET,,sweep net,30,sweeps,30 sweeps,11:00-13:30,2022,5,20,,R21-NET,,"A total of 30 sweeps were conducted to cover the whole plot. This collection was a part of an experiment to compare the insect communites on unmanipulated control plots (mostly covered by non-native mustard plants) and plots in which native plants were planted. This was a restoration plot, and 18 different species of native plants were planted in rows in March 2022.",R21,,,United States,California,Ventura,Piru,Lake Piru,,435 m,EGM96,,,34.49785995,-118.7588654,34.49785995,-118.7588654,WGS84,,,,Coordinates were recorded in the field with a Bad Elf. Elevation was obtained in Google Earth using the decimal coordinates.,Google Earth,,
SBBG-PIRU_0139,y,SBBG-PIRU_0139,Braconinae A,Arthropoda,Hexapoda,,Insecta,Pterygota,,,,Hymenoptera,Apocrita,,,,,Ichneumonoidea,,Braconidae,Braconinae,,,,,,,,,,Kylie J. Etter | Ray G. Cama (raycama) | Gideon Pisanty (gideonpisanty),"to Ichneumonoidea; black head and mesosoma, yellow/brown metasoma, ~3.5mm, antenna long with 30 segments; huge bulbous stigma; T1 is dark black in the center; clypeus yellow on the sides | to Braconidae on iNaturalist | to Braconinae on iNaturalist",,,,SBBG-PIRU_,0139,,,1,adult,80% EtOH,,Kylie J. Etter & Sarah J. Cusser,https://www.inaturalist.org/observations/150528786,,,,R21-NET,,sweep net,30,sweeps,30 sweeps,11:00-13:30,2022,5,20,,R21-NET,,"A total of 30 sweeps were conducted to cover the whole plot. This collection was a part of an experiment to compare the insect communites on unmanipulated control plots (mostly covered by non-native mustard plants) and plots in which native plants were planted. This was a restoration plot, and 18 different species of native plants were planted in rows in March 2022.",R21,,,United States,California,Ventura,Piru,Lake Piru,,435 m,EGM96,,,34.49785995,-118.7588654,34.49785995,-118.7588654,WGS84,,,,Coordinates were recorded in the field with a Bad Elf. Elevation was obtained in Google Earth using the decimal coordinates.,Google Earth,,
SBBG-PIRU_0140,y,SBBG-PIRU_0140,Braconidae A,Arthropoda,Hexapoda,,Insecta,Pterygota,,,,Hymenoptera,Apocrita,,,,,Ichneumonoidea,,Braconidae,,,,,,,,,,,Kylie  J. Etter,"to Braconidae, ~25 antennal segments, wing veination different than 139, black head and mesosoma, light metanoma with dark stripes; yellow legs, yellow mandibles with brown tips, ~2.5mm ",,,,SBBG-PIRU_,0140,,,1,adult,80% EtOH,,Kylie J. Etter & Sarah J. Cusser,https://www.inaturalist.org/observations/150012712,,,,R21-NET,,sweep net,30,sweeps,30 sweeps,11:00-13:30,2022,5,20,,R21-NET,,"A total of 30 sweeps were conducted to cover the whole plot. This collection was a part of an experiment to compare the insect communites on unmanipulated control plots (mostly covered by non-native mustard plants) and plots in which native plants were planted. This was a restoration plot, and 18 different species of native plants were planted in rows in March 2022.",R21,,,United States,California,Ventura,Piru,Lake Piru,,435 m,EGM96,,,34.49785995,-118.7588654,34.49785995,-118.7588654,WGS84,,,,Coordinates were recorded in the field with a Bad Elf. Elevation was obtained in Google Earth using the decimal coordinates.,Google Earth,,
SBBG-PIRU_0141,n,SBBG-PIRU_0122,Bethylidae,Arthropoda,Hexapoda,,Insecta,Pterygota,,,,Hymenoptera,Apocrita,Aculeata,,,,Chrysidoidea,,Bethylidae,Bethylinae,,,,Goniozus,,,,,female,Kylie J. Etter,"to Bethylidae, smaller than 122 but have the same closed distal cell",,,,SBBG-PIRU_,0141,,,1,adult,80% EtOH,,Kylie J. Etter & Sarah J. Cusser,,,,,R19-2,,pitfall trap,24,hours,24 hours,9:00AM 2022/5/19 - 9:00AM 2022/5/20,2022,5,20,,R19-2,,"A pitfall trap was left out for 24 hours, there were 2 pitfall traps in the 4x4m plot placed about 2 feet apart. This collection was a part of an experiment to compare the insect communites on unmanipulated control plots (mostly covered by non-native mustard plants) and plots in which native plants were planted. This was a restoration plot, and 18 different species of native plants were planted in rows in March 2022.",R19,,,United States,California,Ventura,Piru,Lake Piru,,446 m,EGM96,,,34.49811172,-118.7587509,34.49811172,-118.7587509,WGS84,,,,Coordinates were recorded in the field with a Bad Elf. Elevation was obtained in Google Earth using the decimal coordinates.,Google Earth,,
SBBG-PIRU_0142,y,SBBG-PIRU_0142,Chelonini,Arthropoda,Hexapoda,,Insecta,Pterygota,,,,Hymenoptera,Apocrita,,,,,Ichneumonoidea,,Braconidae,Cheloninae,,Chelonini,,,,,,,,Kylie J. Etter | Julian F (jfmantis) | Gideon Pisanty (gideonpisanty) ,"to Ichneumonoidea; ~2mm, mostly dark black with light brown tibias and tarsi, 18 antennal segments  | to Braconidae on iNaturalist | to Tribe Chelonini on iNaturalist",,,,SBBG-PIRU_,0142,,,1,adult,80% EtOH,,José M. Flores & Neda Brehm ,https://www.inaturalist.org/observations/150012713,,,,Z4-1,,pitfall trap,24,hours,24 hours,9:00AM 2022/5/19 - 9:00AM 2022/5/20,2022,5,20,,Z4-1,,"A pitfall trap was left out for 24 hours, there were 2 pitfall traps in the 4x4m plot placed about 2 feet apart. This collection was a part of an experiment to compare the insect communites on unmanipulated control plots (mostly covered by non-native mustard plants), plots in which native plants were planted and reference plots with intact native chaparral habitat. This was a reference plot. References plots were dominated by Malacothamnus fasciculatus, Salvia leucophylla, and Artemesia californica.",Z4,,,United States,California,Ventura,Piru,Lake Piru,,425 m,EGM96,,,34.49769592,-118.7583084,34.49769592,-118.7583084,WGS84,,,,Coordinates were recorded in the field with a Bad Elf. Elevation was obtained in Google Earth using the decimal coordinates.,Google Earth,,
SBBG-PIRU_0143,n,SBBG-PIRU_0135,Solenopsis xyloni,Arthropoda,Hexapoda,,Insecta,Pterygota,,,,Hymenoptera,Apocrita,Aculeata,,,,Formicoidea,,Formicidae,Myrmicinae,,Solenopsidini,,Solenopsis,,,,,,Kylie J. Etter,to SBBG-PIRU_0135,,,,SBBG-PIRU_,0143,,,7,adult,80% EtOH,minors,Kylie J. Etter & Sarah J. Cusser,,,,,C10-2,,pitfall trap,24,hours,24 hours,9:00AM 2022/5/19 - 9:00AM 2022/5/20,2022,5,20,,C10-2,,"A pitfall trap was left out for 24 hours, there were 2 pitfall traps in the 4x4m plot placed about 2 feet apart. This collection was a part of an experiment to compare the insect communites on unmanipulated control plots (mostly covered by non-native mustard plants) and plots in which native plants were planted. This was a control plot, and no native plants were added.",C10,,,United States,California,Ventura,Piru,Lake Piru,,469 m,EGM96,,,34.49792862,-118.7606735,34.49792862,-118.7606735,WGS84,,,,Coordinates were recorded in the field with a Bad Elf. Elevation was obtained in Google Earth using the decimal coordinates.,Google Earth,,
SBBG-PIRU_0144,y,SBBG-PIRU_0144,Pheidole hyatti,Arthropoda,Hexapoda,,Insecta,Pterygota,,,,Hymenoptera,Apocrita,Aculeata,,,,Formicoidea,,Formicidae,Myrmicinae,,Attini,,Pheidole,,hyatti,,Pheidole hyatti,,Kylie J. Etter | reignofrage | mettcollsuss | b_rad0806 | kadin0721,to Myrmicinae | to Pheidole hyatti on iNaturalist | confirmed to Pheidole hyatti on iNaturalist  | confirmed to Pheidole hyatti on iNaturalist | confirmed to Pheidole hyatti on iNaturalist,,,,SBBG-PIRU_,0144,,,1,adult,pinned,minor ,Kylie J. Etter & Sarah J. Cusser,https://www.inaturalist.org/observations/150084637,,,,R4-NET,,sweep net,30,sweeps,30 sweeps,11:00-13:30,2022,5,20,,R4-NET,,"A total of 30 sweeps were conducted to cover the whole plot. This collection was a part of an experiment to compare the insect communites on unmanipulated control plots (mostly covered by non-native mustard plants) and plots in which native plants were planted. This was a restoration plot, and 18 different species of native plants were planted in rows in March 2022.",R4,,,United States,California,Ventura,Piru,Lake Piru,,475 m,EGM96,,,34.49757767,-118.7614822,34.49757767,-118.7614822,WGS84,,,,Coordinates were recorded in the field with a Bad Elf. Elevation was obtained in Google Earth using the decimal coordinates.,Google Earth,,
SBBG-PIRU_0145,y,SBBG-PIRU_0145,Trichopria,Arthropoda,Hexapoda,,Insecta,Pterygota,,,,Hymenoptera,Apocrita,Proctotrupomorpha,,,,Diaprioidea,,Diapriidae,Diapriinae,,Diapriini,,Trichopria,,,,,female,Kylie J. Etter | Daivd G. Notton (trichopria),to Diapriidae | to Trichopria on iNaturalist,,,,SBBG-PIRU_,0145,,,1,adult,80% EtOH,,Kylie J. Etter & Sarah J. Cusser,https://www.inaturalist.org/observations/150012711,,,,R6-1,,pitfall trap,24,hours,24 hours,9:00AM 2022/5/19 - 9:00AM 2022/5/20,2022,5,20,,R6-1,,"A pitfall trap was left out for 24 hours, there were 2 pitfall traps in the 4x4m plot placed about 2 feet apart. This collection was a part of an experiment to compare the insect communites on unmanipulated control plots (mostly covered by non-native mustard plants) and plots in which native plants were planted. This was a restoration plot, and 18 different species of native plants were planted in rows in March 2022.",R6,,,United States,California,Ventura,Piru,Lake Piru,,463 m,EGM96,,,34.49768066,-118.7609253,34.49768066,-118.7609253,WGS84,,,,Coordinates were recorded in the field with a Bad Elf. Elevation was obtained in Google Earth using the decimal coordinates.,Google Earth,,
SBBG-PIRU_0146,n,SBBG-PIRU_0135,Solenopsis xyloni,Arthropoda,Hexapoda,,Insecta,Pterygota,,,,Hymenoptera,Apocrita,Aculeata,,,,Formicoidea,,Formicidae,Myrmicinae,,Solenopsidini,,Solenopsis,,,,,,Kylie J. Etter,to SBBG-PIRU_0135,,,,SBBG-PIRU_,0146,,,3,adult,80% EtOH,minors,Kylie J. Etter & Sarah J. Cusser,,,,,C5-2,,pitfall trap,24,hours,24 hours,9:00AM 2022/5/19 - 9:00AM 2022/5/20,2022,5,20,,C5-2,,"A pitfall trap was left out for 24 hours, there were 2 pitfall traps in the 4x4m plot placed about 2 feet apart. This collection was a part of an experiment to compare the insect communites on unmanipulated control plots (mostly covered by non-native mustard plants) and plots in which native plants were planted. This was a control plot, and no native plants were added.",C5,,,United States,California,Ventura,Piru,Lake Piru,,461 m,EGM96,,,34.49765396,-118.7608948,34.49765396,-118.7608948,WGS84,,,,Coordinates were recorded in the field with a Bad Elf. Elevation was obtained in Google Earth using the decimal coordinates.,Google Earth,,
SBBG-PIRU_0147,n,SBBG-PIRU_0135,Solenopsis xyloni,Arthropoda,Hexapoda,,Insecta,Pterygota,,,,Hymenoptera,Apocrita,Aculeata,,,,Formicoidea,,Formicidae,Myrmicinae,,Solenopsidini,,Solenopsis,,,,,,Kylie J. Etter,to SBBG-PIRU_0135,,,,SBBG-PIRU_,0147,,,1,adult,80% EtOH,minor,"Kylie J. Etter, Sarah J. Cusser, & Madison Hall",,,,,R8-2,,pitfall trap,24,hours,24 hours,9:00AM 2022/5/19 - 9:00AM 2022/5/20,2022,5,20,,R8-2,,"A pitfall trap was left out for 24 hours, there were 2 pitfall traps in the 4x4m plot placed about 2 feet apart. This collection was a part of an experiment to compare the insect communites on unmanipulated control plots (mostly covered by non-native mustard plants) and plots in which native plants were planted. This was a restoration plot, and 18 different species of native plants were planted in rows in March 2022.",R8,,,United States,California,Ventura,Piru,Lake Piru,,466 m,EGM96,,,34.4978447,-118.7607346,34.4978447,-118.7607346,WGS84,,,,Coordinates were recorded in the field with a Bad Elf. Elevation was obtained in Google Earth using the decimal coordinates.,Google Earth,,
